userid,join_datetime,age,income,kids,teenagers,marital,education
6e5e9e9f-7aa0-4ee5-a2e0-1e717eb09f31,2023-08-28 08:25:15,18,26747.0,0,0,single,masters
6d69f661-8634-4647-afb5-0fc0c5f034ed,2022-09-23 22:04:38,47,56814.0,1,0,married,bachelor
d5f89c30-aab4-49a9-8f43-19122915f3c8,2023-01-01 14:09:42,63,87061.0,0,0,married,bachelor
5c04224d-66e3-4053-87dc-cd87dab117c6,2024-02-08 00:46:31,41,49594.0,1,0,dating,basic
57666d06-29cd-450f-a75b-c13e9a66edf4,2022-11-24 18:16:37,20,59616.0,0,0,single,bachelor
2fd7899e-a221-4dd1-880b-5d1ff05324a9,2023-05-08 21:59:54,16,25929.0,0,0,single,bachelor
6fc25706-9204-42f6-ac8c-167a2b527407,2022-05-13 00:20:37,54,77960.0,0,1,divorced,bachelor
90e9ff7f-158a-45c0-990d-010a7db7ccc6,2023-07-30 05:18:56,69,64767.0,0,0,dating,masters
22786553-5b89-42a4-a7ed-8ef9ccc949de,2024-03-03 01:53:34,54,58564.0,0,1,dating,masters
c79ff078-970a-4e86-a959-cdfd2b2398b3,2022-10-19 06:57:46,31,43358.0,1,0,single,bachelor
a81846bf-f41e-47c9-9ac8-6b2c54fac9f5,2024-01-03 04:23:10,55,57727.0,0,0,dating,phd
60b82aa0-187b-4f5c-b413-3742f567486a,2023-12-14 20:56:59,23,74098.0,0,0,single,masters
18e86353-47c3-4860-8687-0519d58b4819,2022-12-25 20:11:51,76,112257.0,0,0,married,masters
71c12a01-ea35-40f4-9eca-01a3bc52280f,2024-03-13 15:18:06,17,25887.0,0,0,single,masters
4e49ab97-87d2-46e8-b0dc-f1e13f0a4521,2024-02-25 21:48:38,35,98834.0,0,0,single,bachelor
f83d8235-abbd-41b9-86dd-52c7c6626b96,2023-08-07 10:00:03,53,110804.0,1,1,single,bachelor
549ca4ee-7242-4c33-a660-c0f97122c671,2023-12-14 02:18:29,60,116411.0,0,0,dating,masters
59e81b0b-dc77-4b85-b5c5-81da2fe2bd9b,2023-02-21 11:31:37,12,26346.0,0,0,single,basic
ef106fee-5c8e-4384-99ba-75de8562a064,2024-05-02 02:03:16,37,114377.0,0,0,single,
7720c3d1-2d2f-4c49-aef5-13df759730da,2024-04-15 05:24:25,57,59377.0,0,1,single,bachelor
d99da7cd-37d2-4da7-ba36-c3f388d6b02c,2024-01-02 02:49:35,42,74440.0,0,1,dating,bachelor
6e1b063d-e992-4467-86e5-64233ba7fae4,2022-12-22 01:45:08,64,73195.0,1,1,married,bachelor
4a364f9f-c24b-4c80-8cab-c34d78c9f64e,2024-01-22 06:19:49,20,57592.0,0,0,single,bachelor
2be1258e-3704-49a8-b18e-bb55f458370e,2024-05-03 11:30:27,52,69377.0,1,1,married,phd
2ec86311-242d-464a-a0fc-cce0f6f8afdf,2022-09-15 21:59:56,52,59053.0,0,1,dating,masters
dec4082b-9671-4ec8-997a-cd3fe4e9a659,2022-06-16 11:14:31,59,41860.0,1,1,married,bachelor
aef544e6-6302-410f-a20f-c80e938fd42c,2023-07-25 08:05:14,17,26470.0,0,0,single,bachelor
ddf694e1-8505-4493-8e52-b28655c7727d,2023-10-07 12:07:50,73,108439.0,0,0,single,bachelor
2591f73a-953a-45b6-8a92-a47827fa71a6,2023-09-11 11:46:02,45,84883.0,1,1,married,phd
044f47ba-8c67-4de4-a15e-03db95843d6d,2023-11-14 00:03:07,16,26442.0,0,0,single,masters
1525ccc6-d790-4a80-838d-3dca611c42e2,2023-01-12 02:14:05,51,87061.0,0,1,widow,phd
a09de814-e1cc-4230-8d2c-415d28fc7152,2022-07-07 21:25:59,47,69051.0,1,1,divorced,masters
e58fd471-a5bc-4258-ab8b-d55f6cc7ea3c,2022-06-22 05:57:02,65,71015.0,1,1,dating,phd
875edb7c-391b-4b3e-9cd7-319a72e9eb9d,2023-09-06 04:48:00,47,58471.0,1,0,married,bachelor
6b1c361c-fef5-4f6f-a8d9-2ae148d0f693,2024-04-11 12:51:35,13,26325.0,0,0,single,basic
ff17e68b-4120-4994-a573-ceaa7432a1fe,2023-09-18 23:45:43,20,76601.0,0,0,single,bachelor
9e33af4f-8bc4-422e-9b03-9d3b6bdb8fb5,2023-02-26 08:23:19,61,63829.0,0,1,married,phd
67712d7d-b76e-44da-b993-ee935f5f57ef,2022-11-12 01:27:27,51,43589.0,0,0,single,bachelor
76bfb078-b189-4845-a1cc-af97ae219ee9,2024-05-14 11:46:28,54,68602.0,1,1,single,bachelor
4bb6d070-8a27-41d9-83c6-14a208778fee,2022-11-26 04:36:36,23,75916.0,0,0,single,bachelor
df111060-dd3c-4131-9f51-07bacf3d905d,2023-05-13 01:00:31,33,113905.0,0,0,divorced,bachelor
8c349a5b-491e-4b65-88d8-5fc8a0486133,2023-05-06 13:39:44,23,74139.0,0,0,single,masters
c0d5a63f-e743-4add-b815-c3ed871a7c53,2023-09-03 19:05:06,50,96717.0,1,0,married,phd
b8a8d598-209e-46b3-8431-5ac844a6d7d5,2023-01-10 08:27:15,54,47634.0,0,0,dating,basic
0fae3a77-60c0-4cbd-a307-fca2d685442c,2023-04-28 05:57:14,12,26058.0,0,0,single,bachelor
83be07e3-f227-4760-a2ba-71aed0946a29,2023-03-01 06:33:50,64,71984.0,1,1,widow,bachelor
6f2f1004-6317-4912-bd5e-cb72483e1aff,2024-03-10 15:32:37,64,126316.0,0,0,married,masters
ef17df69-0bc2-490e-af1d-c2f366ac0f6d,2023-10-01 08:56:58,51,48910.0,1,0,divorced,bachelor
e408608e-0d54-488d-9460-5d0cfe6be64f,2023-03-23 21:10:59,47,82657.0,1,1,married,bachelor
c1445d3c-1375-4a07-9cb5-7915e82b80af,2022-07-09 12:47:50,31,53691.0,1,0,married,bachelor
766e86f3-d61b-4179-8821-9bd98ec21c3c,2022-09-23 00:47:49,45,121570.0,0,0,married,phd
abb251f6-13ab-4723-a92d-2d31cd90ee92,2023-06-12 02:35:55,13,26650.0,0,0,single,masters
aa201dd0-5bf2-41ca-801f-872c4a074420,2023-12-02 06:13:39,30,49279.0,0,0,married,basic
78b6dee7-52b7-4d0d-8f05-c4d940623763,2022-09-13 21:31:50,66,105441.0,0,1,dating,bachelor
e697d2a8-845f-4555-9027-c22fc538e8ee,2023-07-10 00:51:02,12,26221.0,0,0,single,
db483280-6e0f-4cd3-8b50-00245f490618,2023-03-07 00:33:03,22,64404.0,0,0,single,bachelor
45a52097-43df-49ff-8bbe-e733aecd5e59,2023-03-31 02:34:42,22,71512.0,0,0,single,bachelor
225d0562-f19e-4bf3-9391-30df15f7ff89,2022-11-18 02:38:22,66,90421.0,1,1,divorced,bachelor
3988066e-8e78-4e91-83e6-c45ab89be9d1,2023-11-22 12:39:48,12,26786.0,0,0,single,bachelor
cddf86ab-a1c6-488d-b2dd-5c71d437d933,2022-12-13 22:33:58,13,25928.0,0,0,single,masters
0b48e8cd-a1df-4ba0-b6e3-61fd134567ff,2024-05-16 23:02:50,16,26777.0,0,0,single,
4aa88da2-772c-4b42-928e-aaac87f4e1f9,2024-03-04 00:35:32,15,25962.0,0,0,single,masters
62a864f7-01f9-417d-a0cd-066edd9e90ab,2022-12-13 13:52:43,55,99293.0,0,0,married,
9b8ffed9-56f3-4d4d-ad1d-939191a12c0c,2024-01-21 20:55:50,37,52100.0,1,0,married,masters
0b3b0e5c-7e91-4df3-9817-62fe60701fdc,2023-05-16 13:42:19,16,26903.0,0,0,single,masters
20a36ab4-9c0b-4983-a755-ede3b57fa47f,2023-08-03 13:19:49,17,25722.0,0,0,single,masters
dfb9f89f-a158-48e7-993d-6377b9c257f5,2024-02-28 13:38:30,43,143024.0,0,0,dating,phd
fa2b7ab7-63e8-4811-8449-1c97ddc27016,2023-08-01 17:07:05,17,26015.0,0,0,single,masters
c9c4794a-0170-40b2-87ce-a304419b1686,2024-04-29 21:47:36,42,49882.0,1,0,dating,basic
191455cb-b4cc-4ef4-abf6-056349caf299,2023-01-20 11:28:47,49,84705.0,0,1,single,phd
06e23362-4ceb-4a0b-9493-77e5eebe5dee,2023-07-09 04:23:48,61,76977.0,0,1,married,bachelor
b176061f-6186-452e-b8a1-fbb7b60c2b45,2023-07-22 23:40:16,22,65268.0,0,0,single,masters
3b4e6ec5-b488-4707-90d7-d44dc410bc76,2023-01-17 10:49:18,50,107053.0,1,0,single,bachelor
e0193ca3-2e61-45a3-ab59-e73b656735b3,2023-12-16 20:35:57,32,117906.0,0,0,married,bachelor
87dbdb17-a254-413a-86c3-5b5c73213687,2023-01-03 12:55:17,21,73263.0,0,0,single,bachelor
818d14d8-8886-4f0e-9c55-dd758453a036,2023-09-09 03:43:34,15,26294.0,0,0,single,masters
282d8c8c-da23-487a-aeca-888ef572c8c2,2024-02-25 10:08:36,36,39796.0,1,0,married,
3bc2409f-3d88-4df6-9f26-09cd28212399,2022-06-19 07:47:21,43,55368.0,0,1,married,bachelor
604f5b4f-b15d-4f55-a55f-b200065cdf39,2022-08-05 21:56:26,67,113136.0,0,0,dating,bachelor
70885aa2-7209-4f48-bdf2-d156c37296eb,2022-12-22 04:15:31,59,86511.0,0,1,married,masters
1cc1c358-4d79-468c-90b8-980c15184791,2023-11-10 01:33:48,22,62230.0,0,0,single,bachelor
b7053242-eedb-4ad6-8966-e07edf3870b2,2023-11-30 13:55:43,53,62054.0,1,1,married,masters
3501fa4a-8c1c-4fbf-a0ba-b6744bd7f57d,2023-08-02 23:04:25,23,61340.0,0,0,single,bachelor
605a1e77-f1b8-491a-9e4a-e8ebde2d838a,2023-12-07 20:07:35,50,80698.0,0,1,single,phd
86511f6d-b804-4cbe-a993-8367d732b529,2023-05-14 06:59:07,69,65689.0,0,1,dating,bachelor
b68fe9b9-5a5f-4600-9813-54dd961142d4,2022-07-31 00:07:41,46,45130.0,0,0,married,
4d25c6b7-bece-402e-a9ae-18425d96f889,2023-04-05 14:24:19,72,59469.0,1,1,married,phd
7abc943b-7e41-4b3e-b416-065983734afe,2022-11-26 09:03:00,43,58178.0,1,0,dating,bachelor
00be7cbc-ede9-4be5-80c0-d2bcfc1d3988,2022-10-26 02:13:01,55,101066.0,0,0,married,bachelor
ead36567-e374-4e19-be46-ab105e60e64d,2023-09-14 03:16:37,46,57233.0,1,0,single,bachelor
8cc5cfff-54df-4231-baf1-a112d2578c40,2023-02-25 05:16:29,54,111924.0,0,0,widow,bachelor
5bac8b76-6dbf-4f0c-85ef-a978d424422b,2024-02-29 11:32:46,50,91988.0,0,0,divorced,
776c6508-5adf-4974-b138-04fec05911ea,2022-12-11 15:07:12,16,26772.0,0,0,single,masters
d17375b1-adfd-45be-9b8e-c3c13fed8f4a,2023-11-17 01:50:24,59,88678.0,0,1,dating,phd
32505982-48b0-4eee-b348-89c9bf9e2a03,2023-12-18 01:51:27,62,51490.0,0,0,dating,
5df970df-3937-45cf-84d7-a73dd2d98385,2022-10-02 14:02:38,43,48763.0,1,0,single,bachelor
0ab08ed0-be8c-41a0-89cc-19067d9793d1,2023-05-23 07:24:43,66,87691.0,0,1,divorced,masters
1dba2d44-e0d1-42a5-acbb-b6703def05fe,2022-05-24 11:50:01,44,32500.0,0,0,married,basic
e57c6bc7-801f-4a92-92ee-4289db07f8a4,2023-02-23 11:16:21,14,25825.0,0,0,single,masters
2e0d58eb-bb08-4436-a715-7b939ad3f40f,2024-01-21 20:58:34,69,74636.0,0,0,married,phd
f914a364-da93-41cc-950f-31fc2ef76c95,2023-06-18 06:23:43,36,36012.0,1,0,single,bachelor
49b894bc-e6a4-4635-bd22-a433e8fad6b1,2022-11-18 01:57:54,45,76622.0,0,1,married,masters
a98abd98-80a8-4fb1-a22e-2de1109925fe,2024-02-10 17:56:33,50,113687.0,0,0,dating,bachelor
7065e026-0076-446c-9dfb-c3e46f266047,2024-02-23 02:02:57,49,60178.0,1,0,married,masters
37d1c2cf-8ca2-4ad9-b76b-f78b0cc7e6ba,2022-06-27 21:27:06,64,76230.0,1,1,dating,bachelor
d710729d-c5ce-463c-af1f-9ccabaacaa81,2024-01-18 19:23:40,47,73983.0,1,0,married,bachelor
dcb78ec0-48d5-4f59-9645-0c90008d5073,2023-03-24 00:02:11,11,26714.0,0,0,single,masters
d682430c-8920-4d24-9838-2ff2cdcd5de1,2022-10-30 21:50:22,52,65706.0,2,1,dating,phd
671e14c8-5077-4386-bbeb-a775e3a84edc,2023-03-02 08:52:37,55,72403.0,0,1,dating,phd
ce92c8e7-7218-4712-8e3e-7364cef4113f,2024-04-02 17:23:47,54,80787.0,0,1,married,phd
13a2f179-ee84-4ea3-b91f-da095a4923c4,2024-04-29 05:49:54,15,26030.0,0,0,single,masters
a1ab6489-7cf6-443f-bb13-66422523d09f,2022-08-13 15:35:49,31,35404.0,1,0,dating,
f93cd686-5b76-4a64-9aa0-79874f29b05c,2022-11-21 16:08:38,23,71176.0,0,0,single,bachelor
51065df7-a72d-4e01-810c-d930909ca382,2022-12-04 22:05:30,77,73948.0,0,0,divorced,phd
620aeec2-fbf3-4d85-a674-fcf362d8a56d,2023-09-16 12:39:47,13,26278.0,0,0,single,bachelor
c5f4aad5-e51f-44f5-8f5b-b2e4e7969859,2023-04-15 22:20:55,11,26036.0,0,0,single,bachelor
bf8c5e80-a6d3-4e56-a8c8-9d1a2d7c2b0c,2023-09-27 06:44:41,47,62971.0,1,0,married,bachelor
df7140d3-27e9-43b2-8ed4-f5d3210eb636,2022-10-01 08:34:36,14,26287.0,0,0,single,
a5da615b-498f-4249-9ce2-ec7e0b4a76d4,2023-04-17 07:50:01,38,64660.0,1,0,single,bachelor
c87a81ad-d598-419e-9b58-11be71163b96,2023-10-14 10:30:44,48,121599.0,0,0,single,phd
b49f1441-b738-4397-a6a1-57e8ea479fb6,2022-07-14 09:18:05,36,57414.0,0,0,dating,
082c0d28-abad-4cb1-b7cd-3526c151f9ad,2022-11-21 22:01:16,21,70187.0,0,0,single,bachelor
fbc47fb8-893f-43f4-9757-48ef50d047ec,2023-12-26 01:48:51,20,56323.0,0,0,single,bachelor
be16f2a4-9523-45d9-bea0-2798f23cfb7b,2024-04-02 11:22:26,11,26474.0,0,0,single,masters
75306a06-1d87-481a-b3e4-c9c3e116252f,2024-05-05 20:14:05,49,74079.0,0,1,married,bachelor
889a3fc1-ec6c-49a5-82b7-5831785e329e,2023-02-26 01:30:19,52,98792.0,0,1,single,bachelor
ea4b3c22-3548-4fc2-a532-90bdf2a0c65e,2023-11-30 14:35:05,59,88678.0,0,1,dating,phd
a13021fb-a8c4-4791-97fb-b5d327174004,2023-09-01 04:51:58,47,56163.0,1,0,divorced,
6892a842-d508-4ae9-b195-c7cdfe0b95ee,2023-11-25 03:29:33,16,26846.0,0,0,single,masters
055f84c9-1cca-4443-9f1e-e5a05b84deec,2024-02-21 14:05:06,51,69602.0,1,1,dating,masters
e2141127-982f-4b57-912e-52a644f620fd,2022-12-14 06:18:35,33,43227.0,1,0,dating,bachelor
9a7e8e4a-edf5-4329-b564-b1059f9eeade,2023-06-01 03:52:59,49,59600.0,1,1,dating,bachelor
2171d24d-3e4f-42e1-b0cb-38100f247398,2023-04-18 08:27:25,17,26809.0,0,0,single,
5f74c7ab-a1d6-4657-98dd-be7dce875f69,2023-04-13 01:22:19,20,74593.0,0,0,single,bachelor
bcb4db71-b028-4347-8263-988c1daf715a,2022-09-29 19:06:00,69,93864.0,0,1,widow,bachelor
ee3df008-0bf2-489b-b533-0ad0637b7efb,2023-12-07 23:45:00,31,46474.0,1,0,single,bachelor
5c258b0c-382e-403f-8fa3-3a0fed36292c,2023-08-23 08:02:12,53,88544.0,0,2,married,phd
a8b9cc9d-1ab4-4e0c-a926-2aac40f71f3f,2023-09-22 15:27:44,18,25829.0,0,0,single,basic
7498b55e-d154-4022-9148-f1b3c9606736,2024-01-27 07:01:09,71,51518.0,1,1,single,phd
dabb3384-cc2e-44df-97c0-a486702e3916,2024-01-22 01:26:46,51,114319.0,0,0,single,bachelor
bdfa69fe-d5e9-4775-bf93-6558ad5d488f,2024-05-12 02:10:32,63,90788.0,0,0,single,bachelor
afe72b7a-6b8a-44c6-a62c-86db7d96ab46,2024-02-29 05:43:12,35,48148.0,0,0,married,
01bab5ce-f061-4040-a30b-31bebf066571,2023-03-13 03:05:55,45,62368.0,1,0,married,masters
5a7a0a05-a846-4353-b98d-82680b2caf96,2023-01-11 04:25:41,31,34255.0,1,0,single,bachelor
cd4c1e56-ad0d-40e1-9755-cd9244bbf116,2024-02-28 05:32:14,42,61550.0,1,0,married,
4f716753-364f-417e-aa33-2bd6f6a2a9ad,2022-12-18 02:39:33,42,52683.0,1,0,dating,phd
c6431db4-39d5-4447-8c65-177ec2e1e300,2022-06-05 12:02:26,46,70068.0,0,1,dating,phd
1156e77d-580a-4966-8576-e4a71a7e62c2,2023-04-19 08:26:20,35,66473.0,1,0,single,
0d7edc9f-5d28-4c63-a69d-26c2281d455a,2024-05-17 03:16:05,64,82118.0,0,1,dating,masters
33569d79-1661-4283-afea-d68eebcef885,2023-08-27 17:20:44,42,63557.0,1,0,single,bachelor
f5e9819a-aa26-4858-b8ed-bd6494c0cbc2,2022-09-15 08:06:50,47,84291.0,1,1,widow,bachelor
51d551e7-1339-46ca-a4b3-246624fe4fe4,2022-08-28 01:21:17,14,26669.0,0,0,single,bachelor
38febb4d-ca52-4a55-a42c-33bd94aa996e,2023-09-30 13:37:44,37,68776.0,1,0,dating,bachelor
069b00dc-c658-4672-aa30-2d5adf1b5345,2022-08-17 06:23:36,68,72139.0,1,1,single,bachelor
db8e69e0-b866-4914-9391-a53e05f0df74,2023-08-15 02:58:19,54,68482.0,2,1,dating,bachelor
73cc2baf-a7f3-44eb-a557-f1d5929c266b,2022-12-26 23:05:38,46,84130.0,0,1,married,bachelor
41c7f826-214e-48d5-9631-8e1e08131856,2024-05-11 15:00:35,43,68263.0,0,1,married,masters
7e5e3c29-d932-46d1-bd41-473848e39637,2023-07-12 14:38:45,57,78754.0,0,1,dating,bachelor
2dac3a8e-6e4f-4b29-8a43-82a3fadb4eb0,2023-01-03 19:27:08,53,94232.0,1,1,dating,
5d87f802-e841-4d76-bfbc-96cc1925ac2a,2023-12-11 06:24:15,52,57889.0,1,1,dating,masters
25bb575a-439a-4f9b-a478-237c4f7ffbb5,2023-08-03 02:15:33,49,74505.0,1,1,married,masters
8518f1f4-0cd6-490b-b8dc-bc10a71add00,2023-12-23 05:41:43,55,93072.0,1,1,married,bachelor
8230382a-0b9d-470a-b84f-ef4710d9e085,2024-06-03 01:58:41,16,25821.0,0,0,single,bachelor
54524adc-6823-4030-be7e-40faff14280e,2023-07-22 05:28:42,20,73360.0,0,0,single,masters
fafb71da-0309-40f8-92be-77c54d5933c7,2023-01-12 19:35:53,20,64840.0,0,0,single,masters
686a9f68-b212-49f6-b5bc-920c47d90631,2023-04-15 12:17:40,12,26688.0,0,0,single,bachelor
3d2ce1ff-b245-4ef4-93f5-08c4be0836d3,2022-08-09 17:40:27,14,26986.0,0,0,single,
f83b90c5-f59b-4378-ba71-fa5b663594d6,2022-07-05 04:11:22,11,26509.0,0,0,single,masters
83189ed3-21f1-4ed1-8203-ccb3348c986b,2023-03-05 04:34:24,19,74792.0,0,0,single,masters
b8e037b9-14e0-4352-92b5-2d0b7289ea50,2023-04-02 05:15:39,23,62038.0,0,0,single,masters
cb12801f-6426-4a9a-a866-845813505d5d,2023-12-21 10:50:48,50,90598.0,1,0,divorced,bachelor
ee1d04a5-c531-4d83-9d1e-ca9af77244cc,2023-07-17 18:10:00,38,47448.0,1,0,married,bachelor
11ae36c9-7f41-4233-b626-06f20c7fc472,2022-04-28 02:21:31,31,82684.0,1,0,married,
ffb9a143-d23b-40fe-b3ce-c17d9a8debd9,2024-05-20 18:50:41,17,26636.0,0,0,single,masters
7f9cfb6f-9357-4ab2-8565-6312dd502e87,2023-03-29 23:58:40,27,104010.0,0,0,single,bachelor
852eb79d-eabe-4327-ace5-45cb50dff1df,2023-04-16 12:46:40,40,114437.0,0,0,single,bachelor
ae749e80-c254-416d-a039-8a51213642a7,2023-05-28 17:29:50,55,86074.0,0,0,married,bachelor
2b3acb0c-4488-4371-836f-daa044212195,2023-12-13 18:03:40,60,81761.0,0,1,divorced,bachelor
8e71d7d6-c7a9-48e0-8f54-dbf9b1308d7d,2023-07-06 06:24:17,37,57146.0,1,0,married,
4b700118-9ee5-492f-8de0-a3f7cdacd9b5,2024-05-16 07:15:05,20,76224.0,0,0,single,bachelor
468d0125-01f7-4c6e-b9bb-58917039d339,2024-05-25 15:14:34,57,112173.0,0,0,married,bachelor
425542e2-fe7b-4910-865d-222e1e1e5557,2023-12-20 01:06:42,11,26921.0,0,0,single,
120e62d2-30f4-4556-943b-3d8cc632c2af,2024-03-30 06:17:19,67,71231.0,2,1,single,phd
acdef9ad-9b5c-40af-b405-951e1db47fb0,2024-03-06 04:29:29,55,83655.0,0,1,married,bachelor
8a086a67-3c47-4a6e-84f6-dc33c32fbbe0,2023-10-11 16:47:50,16,25525.0,0,0,single,masters
f3e5b5c6-c169-44ab-8e5b-42e8c923be2f,2023-06-16 02:58:26,57,47419.0,0,0,married,bachelor
be5325d7-d58b-4434-a023-320d4cd1c232,2022-06-14 07:02:05,25,116559.0,0,0,single,
811cd9ba-296b-44c6-9feb-b736cfab7d9c,2023-06-15 08:41:53,16,25560.0,0,0,single,masters
eaf25173-6870-47f4-ae4b-89f479161c71,2024-04-23 01:22:19,22,73827.0,0,0,single,bachelor
2a632f87-23fd-41b7-a78f-367a166ca365,2023-08-19 05:45:14,55,102953.0,0,1,married,bachelor
6e8069b5-363a-4a8b-9467-f758fba57235,2023-01-17 22:30:59,14,26629.0,0,0,single,masters
