userId,category,avg_bill
4ceca5f7-7e83-4578-bd05-30f97c64da50,fruits,705.0
aaf1f837-84b4-48b8-be7c-d42628adc0c3,fish,54.0
b5b4d013-5e74-4380-b7b5-665199d7726a,fish,1918.0
98427ba8-8e18-450a-abba-3c3cf13dfdbe,vegetables,354.0
fd6b1491-e21b-40d1-ad2c-063ebe9c4e6f,fruits,390.0
f2b3abb7-2527-4834-8076-ad18a21ca06c,fish,54.0
991dea72-482d-430a-bcd7-3ed9d89ca055,sweets,360.0
0ab08ed0-be8c-41a0-89cc-19067d9793d1,other,221.0
0decc9ed-4d60-46c3-84ab-8813605025e5,vegetables,0.0
d710729d-c5ce-463c-af1f-9ccabaacaa81,fish,1716.0
e7a487a2-867f-44a7-9e84-ea16350ee228,sweets,0.0
22786553-5b89-42a4-a7ed-8ef9ccc949de,sweets,0.0
134b42ad-6d54-4d28-811a-04bc9c663ab4,meat,261.0
d8a51c24-3117-4286-a464-ab06a8ab6669,other,328.0
e07629cd-eb45-496e-b0fc-e60351078e73,fruits,315.0
77543284-7e9e-4811-9783-6e4ee6e27d47,alcohol,520.0
7e2005cf-53bb-4c4f-a120-4496fd2259c2,other,23.0
9ca4b899-ef78-48c3-8c29-d82e58a64032,other,85.0
31246745-8328-4493-be14-c863eabf73c8,other,267.0
7b421797-0203-441a-ba1c-b65f2aa3cb63,other,24.0
87b7940a-3df7-4255-b913-00c7d1422f69,vegetables,919.0
468400dc-78bc-43a5-b162-73a5fd3d0c0d,other,632.0
f98e124e-aa08-44e2-b67d-bb85cddbc5df,alcohol,592.0
6700f730-b236-4051-bfeb-8c28d56facff,other,324.0
996588f0-d952-4574-8329-e7b156c54e27,other,1727.0
3471f9d0-0f15-4214-a4c1-73508713935a,sweets,70.0
3146a104-ede9-4cbb-8869-b65cf60a35d0,meat,144.0
62be104d-ac54-4671-b745-51dbc711a832,alcohol,519.0
99a85a2a-d90f-4912-b72f-ac20628c49fb,fish,162.0
fff5de1d-0d9e-4004-b0cc-05010195fea9,sweets,180.0
23807e3b-7512-4139-9df4-1c244c1b3a1e,fish,0.0
1e26441f-a18e-40c9-b8c7-e48862e8d083,fruits,1995.0
d99da7cd-37d2-4da7-ba36-c3f388d6b02c,sweets,160.0
f3f78e4c-3834-4f91-864b-d5ca9bae00f2,alcohol,-10.0
a6a5153a-dcb8-4b79-9038-297d46fea7c8,meat,
eb3a78f6-8b87-41d9-8866-bc2b3fc5c939,alcohol,-10.0
9cd221af-6626-4152-9dd1-05c186b8022f,meat,375.0
1a79cae9-adc0-4faf-bcd9-9ee096b22090,other,721.0
76bfb078-b189-4845-a1cc-af97ae219ee9,fruits,75.0
20ae7897-7d32-48d6-b746-547e0a05e460,alcohol,872.0
5255785f-36e6-41d2-a59a-45620963ae97,fruits,1485.0
a98abd98-80a8-4fb1-a22e-2de1109925fe,sweets,135.0
3bc24331-90f2-4a24-bad6-c7c0c2bfdd1c,sweets,280.0
ea4d6824-0227-4fc1-9aaf-de8489890959,vegetables,1126.0
e871f2a8-72c9-41c9-91a4-b02c1ccdd5a3,sweets,25.0
14494004-d4af-4d84-af02-ead5bfd98add,sweets,126.0
56624ec5-afc9-4c21-9ea0-876129b8685c,meat,396.0
1fa69834-54b6-47ad-9b28-a537b540d50f,other,1011.0
23a5a858-03ac-4949-8a84-afc6a02209df,meat,0.0
14fb2783-696e-4321-91d8-1fc5d6d03bed,other,1577.0
292a0c36-1b36-49e5-bec1-8bc8a6942b2a,fish,1562.0
5d62825b-f2f0-46e9-a80d-409829644920,alcohol,1196.0
b845d608-842a-48d9-9445-840455487feb,fruits,15.0
5f76ce1e-75ec-478c-a946-51e1fef65e18,sweets,230.0
94805ec4-a7e4-416b-ab32-0508b9b5d898,fruits,2975.0
83de9501-a6df-43e7-94a6-f9c4d5ac7603,vegetables,1386.0
9e78808a-67be-4cf9-814f-5e5ddb43fa9f,fish,2754.0
e538d23a-c598-472a-af6b-fc1795687064,fish,1998.0
4f8606af-08be-4bf8-9b5a-742462994d75,alcohol,1112.0
c6685848-e026-4e55-8bb3-01107a008049,vegetables,294.0
fbc47fb8-893f-43f4-9757-48ef50d047ec,other,11.0
8aec41bf-f6ad-481b-b300-a9c7cc8e96a5,sweets,246.0
32bbd791-58e7-48b8-945b-d2fa4025bad4,meat,18.0
b9b68af9-f68d-4940-aa7b-930e2841894b,fish,216.0
73cc7779-dcb0-4cdb-bd9e-5008aaaf2cda,other,7.0
380ba635-5129-4061-91d0-3fc215700869,alcohol,-10.0
4aa5d8c8-4855-4621-a788-62ebb49e6ec9,meat,126.0
9e9fbce9-06ad-40ce-912e-f7e5ada7b683,fruits,255.0
60943f43-2dcb-475d-bc25-08b4a15889c6,fish,1272.0
0c7e2430-2f3b-42b2-9974-790f99790d37,fruits,0.0
ad7773b3-4d0e-4190-9596-d98ddaf19ae9,other,27.0
085ac81e-c47e-409d-b70d-4c51093462f4,other,14.0
ca2c184e-9b1d-419a-928b-5cfbbf894240,alcohol,726.0
49b894bc-e6a4-4635-bd22-a433e8fad6b1,other,389.0
d7d5a5c2-ed63-4202-bce7-a1552149d3ca,vegetables,369.0
4d4ef044-fff5-42aa-85ec-c6c15dfdf26b,fish,2862.0
6c6cb61e-3963-4f72-92fe-11c53bca7274,fruits,630.0
1d14123b-95b3-4884-b4d7-a6794c1b58eb,meat,423.0
93de47f1-e3c6-4575-81c7-558afe38c42e,meat,
3351a26d-de57-4d56-8634-3a227bab6ddd,meat,303.0
ac256549-08c6-46ee-8c01-9261155299c6,alcohol,726.0
27d2a20e-fb9f-4a60-adb9-643b8742ab04,vegetables,126.0
431e5093-e86f-4040-8a8b-cca6590814a7,sweets,360.0
1b95209f-b74a-4bbd-9a1f-3c0ec65a90f6,meat,483.0
1012cbed-eb97-4701-91a7-ee5f508e5fbe,alcohol,1034.0
0f4327d8-6c56-4973-a332-b08dd0e0776d,vegetables,1370.0
52ee5b80-553b-46fa-8802-810ad0e30be1,fruits,105.0
56655671-fd67-4803-bfd0-13d651ee10e8,fish,378.0
26e4f736-6b84-4198-9cad-c4531048cb4e,fish,0.0
cc5f0248-fb2e-46dc-94a0-2627f5d5f51e,fish,702.0
8e813625-52b4-4e1b-9da5-d66e68ae1b5d,fruits,945.0
1185e688-73e4-4296-90a9-617803ae6485,fruits,0.0
b15dd146-ee04-4d2c-a7c9-f6bc97a1b7a3,meat,171.0
93cc7131-6a15-4a7c-8ba1-ae322016e94c,fish,0.0
9a9a2472-f6ed-41c9-8499-29ae3dddae0a,sweets,0.0
6d61d3e4-55d7-4084-8611-77d3d881dc8e,fruits,885.0
e07f7d88-2469-4f12-8d11-32c9bffc528e,other,18.0
2322f30e-3d29-4834-94a1-54cdf7324172,fruits,720.0
620aeec2-fbf3-4d85-a674-fcf362d8a56d,vegetables,336.0
d6321c90-6923-4d2a-881b-da740b296ce9,vegetables,0.0
f896c000-0ba0-4a66-aef2-17094f4aefd2,fish,162.0
9da1e885-1308-4a93-8c9b-dac75405740b,fruits,180.0
6b1c361c-fef5-4f6f-a8d9-2ae148d0f693,fish,54.0
d586b7f0-a565-46ee-84d9-306607873989,other,844.0
fd2e290c-5360-48ac-ad4d-7d5fe4cadabf,alcohol,-10.0
960b9ff8-35dd-4678-89ca-34e52b97491b,meat,126.0
97ad31bf-1e81-4e71-a899-3366807f8341,meat,
ea990096-d72d-4b7b-8162-2538a7b79051,meat,321.0
631a9b08-e622-43e7-b078-4789bd629a2d,vegetables,1185.0
95e3562e-b4a7-4c0c-b238-22a89791e0a4,meat,
bef6852d-22f4-4a9e-a5b0-a778299b522c,vegetables,981.0
ef3beb34-c3ee-4c1b-bfe8-4927bacc77a9,fish,216.0
06dc609e-bd03-4405-af8a-82e3abc48216,meat,417.0
543f6255-dd69-4465-8e64-1c88009e1135,fruits,45.0
aef544e6-6302-410f-a20f-c80e938fd42c,fruits,495.0
b389cee6-9ffd-4ea6-924f-79a6db994987,alcohol,911.0
5ce3e31e-60c1-46e2-9102-26e410767435,fish,1482.0
91e9d3ae-fb7b-4bde-ac9e-9103abe834d3,alcohol,-10.0
2a4d993b-42e8-42e2-8aec-1be593f91fc2,meat,
82b70c4d-4065-4be4-9d18-fd99326ba728,meat,318.0
5c3a69d8-81b0-445b-b586-199496b5567d,fish,216.0
cd91f3fa-851d-458e-8472-85d150c583ee,alcohol,640.0
a1ab6489-7cf6-443f-bb13-66422523d09f,vegetables,294.0
2a46e54d-61eb-4a9e-9339-b9a6db4dd121,fish,162.0
c322906e-8a03-4b14-8ee9-da42b8008c04,fish,162.0
913bc5f1-a720-4135-a86e-207ee35604f6,other,1314.0
aa201dd0-5bf2-41ca-801f-872c4a074420,other,47.0
7f1a3e12-3c2c-4f9a-9d0b-f3d9d3fa28c3,fruits,525.0
bb37ebbc-cd1a-4b23-8ed7-07f1766176a0,fish,0.0
6061b9b0-09b5-4187-9c3d-bd1048bd325d,meat,225.0
ebd568a3-4cd3-4425-a379-deb6af02658b,fruits,390.0
8c131a6e-e9ea-4c62-93bb-8182731ab361,vegetables,294.0
7fc8c09c-c26d-4be2-abc1-8b624ed28ef8,alcohol,505.0
9448d9ff-7e09-4d0f-9e9a-c760db6643a8,fruits,1020.0
73c40422-e2c3-498b-9c80-a2450c37ff72,fish,162.0
c5ea3a56-5e83-4f4b-bae2-a6b64a811b21,fruits,450.0
0b81c7a3-5050-48dc-ad11-851c9fc90455,sweets,152.0
df5ea301-0117-411e-bfa6-d3cda5cf75c6,sweets,114.0
50e8eba1-f989-4307-b208-88547d3be14a,vegetables,126.0
73c6b4cf-afb7-490e-97de-e18c9bffce15,sweets,213.0
e0355eb7-0d47-4c29-8965-b687f8fdb5b5,fish,540.0
a2c85be4-ae99-4482-8be1-9cebde47bae9,fish,1014.0
effd3546-c608-42f6-bc06-ba3779162aba,other,176.0
4f860b3d-c6a0-45f8-ba52-41dca7a5ec39,fruits,645.0
d6c01e33-e2b0-444b-a56e-3d6b57e73099,alcohol,950.0
d772c8a6-82f2-4562-b80a-dc83d66bf936,alcohol,1282.0
1c8ba8dc-5ffe-44a9-89a4-98e0ae99d6ff,fruits,765.0
4e3ac986-ae0b-426f-be33-cdd7c4a7e5ba,fruits,525.0
1c261271-bfdd-4e10-bdeb-7b27725d1e0c,fish,162.0
2bdbf11b-e7ec-4fd5-b593-205f9e02c970,fish,2576.0
eec8b78e-dd1d-4834-a381-0b715121e1f2,fish,2106.0
1ea0a549-a6c0-42e7-a2e3-cb2552bf0707,fruits,810.0
5d54f47f-93b4-4e76-8b91-53c82785152a,fruits,1945.0
56c3422e-3990-488a-9161-3588c9679a09,other,12.0
b6935f88-db3c-4060-a54d-9d055bed8f4b,other,26.0
d99da7cd-37d2-4da7-ba36-c3f388d6b02c,meat,270.0
2656c245-2564-4f33-9d13-21e2d90fb6a9,other,7.0
369c7950-7cef-435b-a4d3-284b446fc26a,alcohol,716.0
01c5b94f-8e28-4a21-9664-1f46b4746ad4,fish,540.0
9c42e4b4-e78c-4712-b282-68f1802d7405,vegetables,126.0
962635e5-36b1-4acf-8141-a566df8c1e85,alcohol,883.0
e697d2a8-845f-4555-9027-c22fc538e8ee,fruits,435.0
82d265bb-5c7c-47a4-af9e-7b0d5b34fcef,sweets,15.0
aca1cef5-cc1e-4dc1-8a26-61dee519f79e,fish,2592.0
b1b5c034-7939-4f53-8538-dfd449b0ac17,fish,1134.0
e57a3e63-f3b2-469e-99ae-dcd7c6b30d6c,meat,
43c5ba72-0855-4dd8-a19c-8c21f8bc5fa7,fish,2943.0
17f54570-f603-456f-a05e-e0f6b47eccc4,alcohol,1039.0
d2ffd37d-2fa4-4aa3-920c-6d6b2f99fdf6,vegetables,1324.0
65043a99-eeb1-4dc8-8276-6384dff9d8c6,other,23.0
7d051d09-68a5-43f7-9b09-52f4c02d26c0,fish,1512.0
ccc4cd35-4901-42a2-8e80-1a21dc1d4521,fruits,2135.0
22cf073b-bb20-43d4-981a-e59087a37d85,other,37.0
e365993e-03e2-4090-959e-7f63a0f8a5c5,fruits,0.0
013d0b84-2c7a-4773-8041-58716058cb88,other,1473.0
8b285e93-54a6-4487-989f-2e93828623e8,vegetables,1095.0
c1319c62-0609-4b18-a9c0-6ead534b5baf,meat,54.0
81218589-2e11-49d3-ab12-9c9eea131d06,meat,72.0
d2eeedea-0c92-4531-99ff-2f05348f6e1c,meat,144.0
f0b0f305-4adc-4d87-826d-2261ae92d7ec,meat,72.0
c6685848-e026-4e55-8bb3-01107a008049,alcohol,-10.0
3919c3d3-3798-4d88-91de-b4129baea5b3,fruits,90.0
607a82ac-14b3-45db-85c1-e0d668b1793a,sweets,63.0
74b3b32a-36a6-49c6-8ff0-3878fc2090ca,meat,504.0
4a42cff7-2688-4b82-96b5-aaa94746f57c,fruits,90.0
9eb3385a-d0ff-4ca9-99f5-4c5b9b0ade6e,vegetables,168.0
6ac86f17-f812-4ba7-892d-4df571e79096,meat,90.0
f63f5935-808a-4dcb-aa46-6780ca15c8d9,fruits,870.0
bd535c16-9592-4e30-aeba-7faa5ba9cd5a,fruits,0.0
cd4b4dd2-509f-4536-9684-5fe9990f7f3e,vegetables,1047.0
b60240e6-8b8e-43a3-a626-26243e23bd0b,sweets,18.0
03bac35b-73c1-4e45-b81b-25026cac99d2,sweets,225.0
54173e7b-84cc-4cc6-9043-903e69b2a0e2,fish,0.0
55dd5749-1d57-4ae6-9cf9-bb1887db7832,sweets,270.0
3fe62e29-547b-4b41-83a9-c863509c27dd,alcohol,1050.0
a64ee923-f9fe-43a3-9085-7da953e7e71e,meat,0.0
33b69cde-feb2-430d-a2da-f198ab8e1347,vegetables,261.0
b09c3897-301d-4684-baba-fa5d3e4225b7,alcohol,787.0
2aa6b69a-60bf-4730-a645-ed3ddee85c66,alcohol,966.0
c6fcb4d8-cd41-41e7-b3ce-cb7af0ad8e0d,fish,2808.0
97a963cf-2cd1-47a3-ab00-098a4c807a2e,alcohol,443.0
19a9c635-c482-481a-b26a-bd1145de7e1c,meat,18.0
bc727b84-abd2-49f8-9e6d-80612dd2ad35,meat,
e4e711dc-c826-4be9-be23-89d11f19a676,fish,1080.0
fa32e86e-209f-4f24-950e-2325df67f540,vegetables,294.0
f47f5311-861d-4eeb-b7e0-a0c7706d9271,fruits,30.0
e4bd0149-e60f-43d0-b763-68f2fa50a41c,vegetables,0.0
d8822f30-1faf-45a3-bf9a-07270f2f42ca,vegetables,588.0
0b4236f5-3d60-43e2-8c3a-2fa40c455fda,vegetables,0.0
d38922be-6c88-447e-beba-40c9afc5fb3e,fruits,2245.0
ea0831bf-f089-4073-b8d7-775f2b95bd60,alcohol,943.0
8f8de938-6162-4e89-bc46-39a0e3ad5243,fish,0.0
2b9fb526-6008-47b2-96d1-688a4f1b0f88,vegetables,126.0
d18ea7c1-b0e5-4c71-888a-5b77d6099925,fruits,2430.0
b114463a-8353-486f-9578-e4a33dda37a1,other,169.0
2f3bbe59-94c3-493c-8d0e-5a90641b8ca3,sweets,35.0
4a47acf1-2061-413b-883e-7edb61caf900,meat,126.0
376eea8b-91f0-49d7-b1a6-1cdecb44263b,meat,81.0
1c648a8b-0b63-4452-b7e4-65f04907de9d,sweets,48.0
e6a8a3c7-dd7c-4323-9070-ec19471b1b75,other,9.0
7d3da3e2-9e23-4260-9202-ea79145d1412,meat,396.0
f2f09f5a-a05e-4702-ab45-c64f2041c573,other,686.0
5a5f2ee5-57e9-4bc4-a8d2-5a045c0304aa,meat,261.0
2443a4d2-0ca0-4a97-8a6e-1fc5d8ab956b,meat,
f2b3abb7-2527-4834-8076-ad18a21ca06c,vegetables,210.0
ebd568a3-4cd3-4425-a379-deb6af02658b,vegetables,462.0
84c0a3d5-325e-4f50-98fe-7c6b7c73e235,fruits,1800.0
99cce28a-b9f5-487a-965c-8ed9aa963690,sweets,189.0
b576bb63-4797-4e5e-8d45-d326bf1cf205,meat,
678264b8-6c7d-4aec-ad54-6cae9504e55d,meat,72.0
8be1cd47-1ba1-4577-837a-7cb4a30ae399,other,30.0
9a99791b-246d-491d-a7ba-9b23f157a413,other,115.0
d43ac3ab-48dc-4b15-bbd2-bf1f5709286f,alcohol,-10.0
44725922-1070-44ba-ab72-bd6f7378deb7,meat,
cb8a7a20-5836-4ccf-a780-644116b9c475,fish,0.0
1fa3373d-c61f-4cb3-a803-de107c7604b4,other,15.0
dae630b2-14bc-4bea-87c0-593132e788eb,other,29.0
0a320024-726a-4760-b833-1eb7b25e2725,sweets,50.0
e3f98848-e0dc-4a06-9718-1b1e455d7202,other,506.0
49417fcc-6634-4a89-9344-74f0052436a0,fruits,945.0
13bc0eba-5495-49e2-910d-86d99272d18e,fish,324.0
5c4eb435-1638-47aa-a82f-d418bb3ae9df,alcohol,-10.0
d14c205b-5dc5-4f24-9997-38a5894d88ad,sweets,0.0
654ef24d-dab1-4af4-9620-b1abe5bca5ef,other,534.0
1ceabeb2-41e5-4c69-8124-b4840efe07f2,sweets,120.0
d2d15bfa-3fe9-4ff1-8b23-7a05636f7cf3,sweets,247.0
53f0f9cd-396f-47b1-ba3c-6f169059dc9b,meat,
4fd0cd8a-f1ef-4960-bbf5-5f75361715dc,fruits,60.0
b6225ea9-7367-4d7a-9d5d-57d40cd447b0,meat,189.0
dc4b63a3-b1d4-414b-a056-a3abf4eca7ac,vegetables,0.0
6ac86f17-f812-4ba7-892d-4df571e79096,vegetables,323.0
57e020c2-bc6d-4509-9aca-0f1f6966f22e,alcohol,842.0
b5b4d013-5e74-4380-b7b5-665199d7726a,vegetables,1463.0
6113a953-ec77-42ab-af9c-ece2768330e1,vegetables,84.0
bdbdadcc-8602-4c8f-a80c-30572fe776fc,fruits,735.0
d0b219c4-d199-4f97-b8c2-f2a435870ed1,other,1299.0
e489b336-1a97-41be-bdcb-ed38517c45f3,sweets,234.0
e98dc1b9-d42d-458b-bd6d-099fb6e65cc7,meat,144.0
87dbdb17-a254-413a-86c3-5b5c73213687,fish,1411.0
90d204fc-0560-4112-9f84-fb474566cc2c,fruits,60.0
07d5633a-85d6-4374-81f7-f89335b1766b,sweets,432.0
5f617555-3adb-4092-92db-37df97d93dce,fruits,1335.0
9c1263ce-64bc-48b5-8081-723706c98b3a,fruits,45.0
f63a9f8a-4e7e-4935-a463-7aa451008982,sweets,0.0
4fc02487-78a1-423b-83bf-f5890043d24d,meat,126.0
ae6a0f79-7d90-4807-8366-6426d0d465f5,other,1498.0
02448415-4639-4db9-a5f2-796e85fafc8e,meat,108.0
78a48839-49b4-4e2c-a4a7-70106c77380e,fish,108.0
4a364f9f-c24b-4c80-8cab-c34d78c9f64e,fish,950.0
29bbec32-6160-4a19-9606-f83337c8115b,vegetables,277.0
df74c4da-344d-4152-a844-2e3e8d448c43,fruits,180.0
01d805e2-c12d-4ddf-b0ba-a7b5fc119e9a,alcohol,759.0
6df1c195-b391-4711-9ba8-20c33b97529c,vegetables,462.0
4c2661f2-dfaf-415c-b10b-d281bd0b481e,other,559.0
65c233d8-ca32-4e00-a550-26aef2860ad8,fruits,750.0
e9258bbd-f243-489c-b99d-807b5a425c46,fruits,1470.0
e8fcdfd2-98aa-41cd-8f86-62bcacee4fcf,alcohol,1157.0
4c7fc6ed-c628-4f0c-84d1-56a19a416262,fruits,1215.0
f182baf8-edc9-459e-8d33-eedfe46e286a,meat,
35645dad-49ad-4cf6-a113-e21293992149,other,633.0
c300d2cd-d7fb-461e-81e5-e72b8d3833c1,fish,0.0
7cbfabfe-eeb8-4622-a2a4-56231fd68618,fish,216.0
71f99d2f-1192-46b3-af7c-9a21ab627de7,other,863.0
7f550c56-7f49-4d1d-ad9e-df6ea57efa17,fruits,945.0
2f959519-a515-4682-9530-bd4939431413,fish,594.0
b6935f88-db3c-4060-a54d-9d055bed8f4b,sweets,21.0
