UserId,complain_count,last_order_dt,discount_purchases_count_avg,catalogue_purchases_count_avg,store_purchases_count_avg,website_purchases_count_avg,website_visit_count_avg,mobile_purchases_count_avg,mobile_visit_count_avg,marketing_company_outcome_1,marketing_company_outcome_2,marketing_company_outcome_3,marketing_company_outcome_4,marketing_company_outcome_5
144dd024-94f8-4eb7-ba84-3dc03f4554a4,2,,1,11,5,2,1,17,31,0,0,0,0,0
6a78a8df-3261-46c7-8875-7b471ac29b4b,1,2024-06-15,1,3,6,4,1,16,29,1,0,0,0,0
fbc47fb8-893f-43f4-9757-48ef50d047ec,0,2024-06-25,3,-1,4,5,13,19,110,0,0,1,1,0
0e4d7a7f-84a3-4341-9c5f-6eb400a5c010,0,2024-07-03,3,1,3,4,7,20,36,0,0,0,0,0
65bcdcfe-c695-4bad-a93e-35a63a1f1ead,0,2024-05-17,4,2,5,5,6,21,38,0,0,0,0,0
44a6bdbb-f800-4721-be9a-d8a09fa31b34,1,2024-06-26,4,5,7,10,8,-1,-1,0,0,1,0,0
8f0f3d72-3ab3-4fcf-98b9-11709dd07ee5,2,2024-07-09,1,1,6,1,2,13,23,0,0,0,0,0
7fe1262c-56ad-47ba-894b-49faf4146440,0,2024-07-04,1,6,6,4,2,-2,-3,1,0,0,0,1
316358b6-e2a7-4ee9-af41-5aabad6553e9,1,2024-07-04,3,-1,6,6,9,12,117,1,0,1,0,1
747e4ba4-de36-4e9a-8d0f-3a71f21711dc,0,2024-07-06,3,0,1,0,0,5,48,0,0,0,0,0
f6e58504-f118-441d-aacc-e29fa3976db8,1,2024-07-05,8,5,3,6,8,49,108,1,1,1,0,1
9efe4853-651b-42fd-8d23-dcba9a80a4cf,2,2024-07-01,5,0,2,1,1,0,5,1,1,1,0,1
b23732b4-87fb-49e3-bef3-a12d6e9b7b3b,0,2024-07-01,1,3,8,7,5,9,16,0,0,0,0,0
caa50c89-5a03-46eb-b6ab-d021c46c5028,0,2024-05-13,5,0,2,0,8,2,15,1,1,1,0,0
ffad9611-b35e-4a21-840a-cd54253b97a1,0,2024-06-28,4,1,5,5,6,0,0,0,0,0,0,0
a07b9dd5-968b-411d-baa5-d90cddc2b3b5,1,2024-06-07,19,2,3,0,12,45,85,0,1,1,1,0
06b24ebe-deae-46ee-a1ec-838b4cf095df,0,2024-06-05,3,1,3,3,7,1,1,0,0,0,0,0
a29eb89e-0bfd-4ddc-91f0-fd19d764f25f,0,2024-06-18,4,4,10,5,4,19,34,0,0,0,1,0
6210ec1b-7ef1-4d2d-b75f-9d3c4491ccde,0,2024-05-23,2,2,4,3,4,21,38,0,0,0,0,0
6d711aed-c008-4618-99fd-5825a1430946,0,2024-05-12,1,7,10,7,3,9,16,1,0,1,0,0
ee1d04a5-c531-4d83-9d1e-ca9af77244cc,1,2024-05-16,3,1,3,2,3,11,20,0,0,0,0,0
92db0248-11f1-45f1-8513-bd5b57b67b80,0,2024-06-09,1,4,13,10,6,14,25,1,1,1,0,1
550f44f0-f704-40ec-be4d-11995806be9d,0,2024-07-06,3,0,1,2,8,4,17,0,1,0,1,1
491ea929-88a0-4826-b1cc-8e9163afffe3,1,2024-07-05,3,1,5,5,6,6,11,0,0,0,0,0
fb2ca304-cf8b-4275-9c5b-ed977d2a66d2,1,2024-05-11,1,0,0,0,0,5,5,0,0,0,1,0
bed81dcf-707c-45d0-950f-c6ca49936683,0,2024-07-01,3,4,9,3,8,10,18,0,0,0,1,0
e1f1272b-cfe9-42a7-a764-d00266f746bb,0,2024-07-07,1,0,2,1,9,3,5,0,0,0,0,0
96d5848e-4388-4b1e-b867-53a113e44864,1,2024-06-16,6,0,4,4,16,38,64,0,1,1,0,1
be40d3d5-928a-415c-a7aa-8a38806f6206,2,2024-05-17,4,0,0,2,5,3,40,0,1,0,0,1
53eafd05-3888-4b03-ad74-bb79ded66141,0,2024-05-17,4,0,2,2,5,3,26,0,0,1,1,1
a49718d7-9374-4eff-b785-68a2cbf05a23,0,2024-06-29,4,0,0,2,2,3,3,1,1,1,1,0
c2c7c18b-448d-4a01-957f-bc0fa135c5d3,0,2024-06-30,0,0,1,1,3,5,4,0,0,1,0,1
2e5fd230-c95c-4de1-b3c4-f545f48c102b,0,2024-06-30,1,1,4,2,4,-1,-1,0,0,0,0,0
a066850a-5c9a-40c1-8470-584648b9cb9d,0,2024-05-14,5,0,1,2,3,2,13,0,0,0,0,0
07387ec8-fd67-45b3-b9fb-2d4eb35bccbc,1,2024-06-26,2,1,2,2,7,12,22,0,0,0,0,0
a2f107ba-8c50-4c95-9999-2af0bad4091e,1,2024-06-30,0,7,9,5,1,-2,-3,1,0,0,0,1
a48b27f5-4f27-487c-a8ac-a0a581ea823a,0,2024-07-01,1,2,8,11,6,-1,-1,0,0,0,1,0
6c6cb61e-3963-4f72-92fe-11c53bca7274,1,2024-06-30,3,0,1,0,3,2,45,0,0,1,1,1
17735d7f-ae98-43d0-b2cb-31f0cb06a1af,0,2024-06-18,1,7,12,8,3,10,18,0,0,0,0,0
b5c894c9-3dfb-4eca-bff2-eb5e6d0087e3,1,2024-06-06,2,0,1,0,6,3,23,0,0,1,0,0
f5a3ea2b-5878-4cce-a261-2d1c078ee81e,0,2024-07-01,3,0,1,2,7,0,19,1,1,0,1,1
2971d5cf-0577-4930-8a01-ba22a88eeb7c,0,2024-06-30,1,1,2,1,8,-2,-3,0,0,0,0,0
29a35ebb-b0a4-4ec0-b66a-e959c3b6e936,2,2024-06-04,1,0,3,1,7,17,31,0,0,0,0,0
695186fa-5b7d-4e7d-a8a2-6048c3d37c2f,1,2024-06-05,1,8,5,8,3,-2,-3,0,0,0,0,1
6ee345d1-b943-45d1-a365-79d187b09a71,0,2024-06-19,3,2,10,8,5,0,0,0,0,0,0,0
304f908e-4909-4073-80a4-0e38553452f4,1,2024-06-25,1,0,2,1,8,2,3,0,0,0,0,0
36e1d774-8030-4e95-8be1-5b32597a5879,0,2024-07-08,19,0,3,3,18,59,88,0,1,1,0,1
640b08c2-97cb-4b7b-b543-c36b9ced77a3,1,2024-05-18,12,7,4,4,13,18,74,1,0,1,0,0
01c5b94f-8e28-4a21-9664-1f46b4746ad4,1,2024-07-05,2,0,4,2,6,7,12,0,0,0,0,0
30da1695-bdcf-42ba-8d3f-4c84f32f8a21,0,2024-07-04,2,0,1,1,0,0,36,1,0,0,0,1
d9c6874c-272c-47ce-b042-a3d3dd8350a5,1,2024-06-01,4,0,1,1,5,4,43,1,1,0,0,1
36c8bbce-b455-458c-898a-6aa439046220,0,2024-07-08,1,5,10,3,1,3,5,0,0,0,0,0
96a3c80e-fbe8-4df1-8fca-5ca20431aaf2,0,2024-06-27,5,2,5,6,7,20,36,0,0,0,0,0
aca60a50-b2f8-49ea-afc8-d145220c779d,0,2024-07-09,5,0,1,2,1,1,17,0,0,0,0,0
86ef4d4f-0ab4-4b33-8abf-189333705a89,0,2024-07-04,9,7,6,2,15,51,107,1,1,1,0,0
707bb7ae-73b2-4aa8-9529-28096d35827d,0,2024-07-08,1,4,9,9,5,7,12,0,0,0,0,0
ef480bab-3762-4f14-8c98-c2ee1ee39830,0,2024-07-09,0,0,1,2,1,3,48,0,0,0,0,0
deeba415-7d32-42a0-b344-914c4dc46323,0,2024-06-19,6,5,9,11,6,12,22,0,0,0,0,0
c615cf96-b140-4dfd-a30b-59b057ca09bd,2,2024-07-01,2,4,11,6,4,8,14,0,0,0,0,0
27bddb80-81fc-43c3-9885-6c1d1c5bf4fe,0,2024-06-04,1,0,2,0,3,3,36,0,1,1,1,0
8a4aabbd-9f86-4f5d-8b39-be65fd562689,1,2024-07-04,23,2,3,9,8,43,94,0,1,1,0,1
1aa3ef2b-8bdd-45a6-b5a5-3b62f208f267,1,2024-07-03,1,6,7,6,4,14,25,0,0,0,0,1
0376cbd9-1f81-4afb-bfbb-a78866e2ce09,0,2024-07-02,3,1,6,4,6,6,11,0,0,0,1,0
09505596-7922-4b2c-984b-4330105dbfec,2,2024-07-04,0,0,0,0,2,0,5,1,0,0,0,0
7d7f4944-04b9-4996-ac36-92cc0e2fed03,0,2024-06-26,1,0,2,2,9,17,31,0,0,0,0,0
663c436e-da57-4dae-bc10-b2209c8e3129,0,2024-06-16,4,0,2,0,8,3,40,1,1,0,0,1
1efc7d75-3d67-4d8d-96a6-59551d0cbacd,1,,2,3,7,3,2,1,1,0,0,0,0,0
468222bf-f734-4609-b511-6832a1a0b049,0,2024-07-04,4,1,4,3,8,14,25,0,0,0,0,0
e2d20206-f0c2-4826-a5aa-d5d6864d7c99,0,2024-06-28,3,0,1,1,0,3,25,0,1,1,0,0
e2141127-982f-4b57-912e-52a644f620fd,0,2024-06-28,1,1,2,0,8,15,27,0,0,0,0,0
a48f70f1-8eb9-470e-819f-1e1efc781485,0,2024-07-05,1,0,3,1,7,11,20,0,0,0,0,0
52d0e1a4-c3da-430e-8f16-8dbfd204b88f,0,2024-06-07,4,0,0,0,7,1,40,1,1,1,0,1
9fc83b16-0df8-4898-8f5e-246b84d93acb,0,2024-06-24,1,11,10,6,2,8,14,0,0,0,0,1
362266ab-a209-4f3c-b753-13bdb07eacae,0,2024-06-26,3,0,1,1,1,1,39,0,1,1,1,0
9da1e885-1308-4a93-8c9b-dac75405740b,0,2024-06-28,1,0,3,2,6,20,36,0,0,0,0,0
7b83dcb1-4b3e-46ea-9fdb-d6a629f5264a,2,2024-05-13,2,2,6,5,5,19,34,0,0,0,0,0
6faaf069-55c4-402a-b50c-dedd71b8d739,0,2024-06-26,2,7,10,7,4,1,1,0,0,0,0,0
4ae3e534-c52d-4b43-a016-750dd2e5a45e,2,2024-07-04,1,4,10,3,1,10,18,0,0,0,0,0
452cda6b-3fef-40f8-b681-932ccc41f0f1,0,2024-06-15,1,0,3,4,8,7,12,0,0,0,0,0
28b361e9-06b5-4ae4-8cbe-190591c01dae,0,2024-06-27,3,4,4,1,3,18,33,0,0,0,0,0
97ad31bf-1e81-4e71-a899-3366807f8341,0,2024-06-30,1,8,13,2,0,-2,-3,0,0,0,0,0
96c3636c-dd71-486c-a02b-e83c15ab23e6,0,2024-06-28,0,0,1,2,8,4,48,0,0,0,1,1
edc07c50-f836-44ed-be5d-115396a39e49,0,2024-06-01,1,5,11,4,3,9,16,0,0,0,0,0
19418152-0490-4028-abaa-91c56c78f43c,1,2024-05-24,2,2,10,11,7,18,33,0,0,0,0,0
4aa5d8c8-4855-4621-a788-62ebb49e6ec9,1,2024-06-21,1,0,2,2,9,17,31,0,0,0,0,0
6f35ce08-8318-4e0e-b37f-468c876914e3,0,2024-07-02,2,1,5,3,6,10,18,0,0,0,0,0
46c25a77-be3e-43ad-a10e-2ef4bae56976,1,2024-07-06,2,0,3,2,6,6,11,0,0,0,0,0
c5018ac8-00c4-44d4-ba82-f8813adc1394,0,2024-06-09,0,0,1,1,6,5,38,1,0,1,1,1
b589148e-4880-4bf3-bbf2-a5864e12dbc3,0,2024-06-27,2,4,8,8,4,21,38,0,0,1,0,1
f433ea43-b6a3-4f77-a8b5-a1a8b3e88ec4,0,2024-07-04,1,5,7,7,6,14,25,0,0,0,0,0
17425623-3c91-423c-b30f-47beb21b1b1a,0,2024-07-04,5,1,6,3,4,6,11,0,0,0,0,0
b73dc34f-66b4-401b-b107-f32b31f5306d,0,2024-05-14,0,0,0,1,3,2,15,1,1,1,0,1
5efe6feb-96f9-425d-b0e5-3e79a47a7561,0,2024-07-05,1,3,9,9,6,13,23,0,0,0,0,0
fefa06ec-5ba1-49a0-b188-ca26796cbded,2,2024-06-13,1,0,1,0,8,1,47,1,1,1,1,0
6d18d030-45ca-48c6-b3e2-50020138f79b,2,2024-05-26,1,1,4,3,4,9,16,0,0,0,0,0
140bb420-a2a6-4873-b7e3-a914f9dc0a19,0,2024-07-04,5,0,2,1,2,0,32,1,0,0,0,0
cf8ee750-7010-4f41-945e-38c6a921a277,2,2024-06-30,5,0,0,1,0,0,13,0,1,0,1,1
5ce3e31e-60c1-46e2-9102-26e410767435,1,2024-07-09,23,1,3,-3,13,22,92,1,1,1,0,0
161ae2ea-4e20-44a1-8a6c-db34b38a291d,0,2024-07-02,4,0,1,0,0,5,5,1,0,1,0,0
9be51c6e-8921-4bf7-9c25-d28ea10920fe,0,2024-06-27,0,0,2,2,5,0,19,0,1,0,1,1
41ebd94f-3240-4e5c-ace3-8f43d9ed410b,0,2024-05-28,9,2,12,5,8,18,33,0,0,0,0,0
ff17e68b-4120-4994-a573-ceaa7432a1fe,0,2024-06-07,24,3,3,9,7,42,99,1,0,0,1,0
3d06d90e-e0a9-4d75-9195-dbed8ecb278c,0,2024-06-25,5,1,7,5,5,9,16,0,0,0,0,0
3c33cffa-e60b-483f-8c01-2d921f9ce553,1,2024-06-30,1,2,5,8,5,2,3,0,0,0,0,0
f914a364-da93-41cc-950f-31fc2ef76c95,0,2024-05-19,3,1,2,3,9,21,38,0,0,1,0,0
f6d3b6da-0e9a-4dbd-be52-e2d9a7804b93,0,2024-07-04,12,7,5,1,13,18,75,0,0,1,0,0
4bb56afe-23da-47d8-b2e8-687d45d9fe13,0,2024-06-13,6,6,8,5,3,11,20,0,0,0,0,0
6ce5736b-0be3-40df-9ec4-7802d9b7b47f,1,2024-07-07,5,0,2,1,2,3,8,0,0,0,1,1
486edaf1-26f0-4c37-a0ec-7f12b462b0a4,1,2024-06-26,1,9,13,4,2,1,1,0,0,0,0,0
c3bc78be-0b95-4f7c-a914-b59d7f1419b8,0,2024-07-04,3,0,3,3,9,15,27,0,0,0,0,0
542c5ea2-ab84-4e1c-a96a-968802dbcc30,0,2024-06-14,3,0,2,1,0,3,31,1,1,1,1,0
f1bb1a1f-e453-4b5a-b771-93882fc9c848,1,2024-06-30,4,0,0,0,0,0,27,0,0,1,1,1
60723252-bfc7-45f5-9786-2e22f0cd9a1a,0,2024-05-25,4,1,3,2,7,4,7,0,0,0,0,0
d99da7cd-37d2-4da7-ba36-c3f388d6b02c,0,2024-06-05,3,3,8,2,3,9,16,0,0,0,0,0
60cab5dc-006e-4cdd-9d66-8d66330277fb,0,2024-06-04,2,1,8,7,5,14,25,0,0,0,0,0
43c5ba72-0855-4dd8-a19c-8c21f8bc5fa7,0,2024-05-12,13,2,12,2,8,17,31,0,0,0,0,0
70baee72-5b44-4d9c-b368-03e56a4e07ac,0,2024-06-22,2,1,3,1,5,15,27,0,0,0,0,0
465674e0-c639-473f-ad80-15d45fbe8fff,1,2024-06-17,2,7,4,4,7,17,31,0,0,0,0,0
e4e711dc-c826-4be9-be23-89d11f19a676,2,2024-05-13,2,4,3,7,6,19,34,0,0,0,0,0
039fbeff-e99f-4fb7-9918-796459f79505,1,2024-05-26,3,0,3,2,8,21,38,0,0,0,0,0
a4f66c0c-f311-4c0e-82f1-abd75e83d74d,2,2024-05-15,4,6,5,11,8,2,3,0,0,0,0,0
620268c3-f3e5-4358-b61d-cdb0c2af16f5,2,2024-06-25,1,10,8,3,2,4,7,0,0,0,0,0
56624ec5-afc9-4c21-9ea0-876129b8685c,0,2024-07-02,1,1,5,5,5,8,14,0,0,0,0,0
51cc4467-ad8d-4241-8c30-707a68c3858f,0,2024-07-06,1,0,3,1,5,9,16,0,0,0,0,0
43120d14-3e81-47a2-970b-3f3c99a4d947,1,2024-06-27,2,1,7,8,7,7,12,0,0,0,0,0
ca9816b3-6f22-4828-8037-f0c84de3dbf9,1,2024-06-16,5,0,1,0,8,5,42,0,1,0,0,0
df172f1b-db91-4909-b580-d5ac7e7a1716,2,2024-06-26,1,1,8,7,5,-1,-1,0,0,0,0,0
66ca45b5-93a0-42b9-bdb6-2abf32112532,1,2024-06-27,1,-1,3,1,14,19,64,1,0,0,1,1
c50218a5-5725-4265-8a01-ada812f48861,0,2024-07-05,4,0,0,0,6,4,1,0,1,1,0,1
78ffdb95-5037-4886-a5f4-3f8ac1a3c65c,0,2024-06-26,0,0,2,0,5,1,14,0,0,1,1,0
afddb2f4-c462-4901-b73d-7f425420a9af,0,2024-06-06,1,0,2,1,7,19,34,0,0,0,0,0
2cea0ae4-0401-4bb3-8e13-771027d09657,0,2024-06-07,2,2,12,9,7,5,9,0,0,0,0,0
7f9cfb6f-9357-4ab2-8565-6312dd502e87,0,2024-06-28,1,4,6,5,2,13,23,0,0,0,0,0
0da238f3-acf3-46d0-84f4-192c50f4925a,1,2024-06-26,0,6,5,3,16,53,87,0,1,1,1,0
282d8c8c-da23-487a-aeca-888ef572c8c2,2,2024-07-04,2,0,3,1,9,-1,-1,0,0,0,0,0
72685228-84c7-4709-a248-6e3259b47763,0,2024-06-28,9,-1,3,-1,10,31,91,0,1,1,0,0
4f0ef044-1c18-4446-9cf0-b39c5a9588ec,1,2024-06-11,1,1,4,1,2,16,29,0,0,0,0,0
3b4e6ec5-b488-4707-90d7-d44dc410bc76,0,2024-06-29,2,5,5,2,6,8,14,0,0,0,0,0
c26b40c4-f222-479c-8d87-1f6ce5199f2b,0,2024-07-06,22,2,4,6,10,24,60,1,1,1,1,1
2b21f48e-c98d-446b-9b88-debaf2c1c487,0,2024-07-07,28,1,4,-3,9,58,74,0,0,1,0,0
b8ca2a75-180c-4257-a123-e4aea89a17f1,1,2024-06-28,1,0,3,0,3,-1,-1,0,0,0,0,0
6b7d1b58-f515-40e6-b2bb-45ebe502abc8,1,2024-06-10,1,2,10,8,4,1,1,0,0,0,0,0
89315676-2d0d-4b1c-aab5-ed2df4492421,1,2024-06-09,1,6,12,5,2,8,14,0,1,0,1,1
850364af-c922-44c2-88c1-8488e42faa55,1,2024-06-15,1,5,8,4,1,14,25,0,0,0,1,1
8e71d7d6-c7a9-48e0-8f54-dbf9b1308d7d,0,2024-07-03,2,0,4,2,6,14,25,0,0,0,0,0
9f9b5e78-5532-4ce7-8ecc-2804070d2485,0,2024-06-28,1,0,2,1,8,8,14,0,0,0,0,0
ebe5b459-347d-45e3-808f-a3b8d71994e1,2,2024-06-16,2,0,2,1,5,5,0,0,0,0,1,0
a620fa1a-1010-4af6-9233-7fdbc70bfcb0,2,2024-06-25,1,5,8,5,3,5,9,1,0,0,0,0
1ceabeb2-41e5-4c69-8124-b4840efe07f2,2,2024-06-29,8,2,5,9,8,18,33,0,0,0,0,0
bf8c5e80-a6d3-4e56-a8c8-9d1a2d7c2b0c,0,2024-06-28,1,0,3,1,8,13,23,0,0,0,0,0
8b285e93-54a6-4487-989f-2e93828623e8,1,2024-06-06,1,2,10,4,2,3,5,0,0,0,0,0
9bb18213-f77a-4158-8e20-0013d97347d1,2,2024-07-01,4,4,12,6,6,5,9,0,0,0,0,0
2aa6b69a-60bf-4730-a645-ed3ddee85c66,0,2024-06-27,2,0,3,2,7,1,1,0,0,0,0,0
94ac76ab-ab31-4661-af2b-cf6a31b72ef4,1,2024-07-06,4,0,2,0,2,2,5,0,0,0,0,1
a7c6fda3-74de-4b7f-a1e5-15e79ffd54ef,0,2024-07-03,4,0,0,1,7,3,31,0,0,1,1,0
edb4921d-4204-4312-a5ec-85a7b48ff0a9,1,2024-06-30,5,0,0,1,8,0,13,1,1,0,1,1
98a61785-933a-4e87-b87e-4790a1839dbe,0,2024-06-15,13,2,12,6,5,6,11,0,0,0,0,0
4b056970-181b-456c-a983-d9517663e506,0,2024-06-27,4,0,0,0,5,4,1,1,1,1,1,1
3589f5e9-51d6-4f38-8296-5dbd0473747a,0,2024-06-18,1,11,10,7,4,0,0,1,0,1,0,1
b84555f2-1624-4388-871d-84f08c63e7be,1,2024-06-29,2,1,4,1,4,12,22,0,0,0,0,0
0650f330-8e10-4144-9e62-9da4a43994fb,0,2024-07-06,1,0,4,2,5,4,7,0,0,0,0,0
cc0b19fb-41e9-4fee-ba7c-2e09e368ae45,0,2024-05-14,1,7,10,5,3,12,22,0,0,0,0,0
76bfb078-b189-4845-a1cc-af97ae219ee9,6,2024-06-30,3,1,2,3,6,17,31,0,0,0,0,0
8552c8c8-5cf9-45f1-a4e6-572cd91fb7c3,2,2024-06-25,1,6,7,5,2,7,12,0,0,0,0,0
9cd221af-6626-4152-9dd1-05c186b8022f,1,2024-06-18,7,6,9,8,6,20,36,0,0,0,1,0
18f18cad-fe2b-4faa-9897-5c7b4ed476fc,0,2024-07-07,3,1,4,2,4,18,33,0,0,0,0,0
2656c245-2564-4f33-9d13-21e2d90fb6a9,0,2024-05-22,1,0,3,1,8,11,20,0,0,0,0,0
2dc850b8-914e-4da8-bc6b-1153be0ae9a1,0,2024-06-29,4,0,0,0,5,2,33,1,1,1,1,1
cf3c190f-7bcb-4738-b94b-5beaf087a6da,2,2024-06-26,9,5,5,8,11,41,113,0,0,0,1,1
2b3acb0c-4488-4371-836f-daa044212195,2,2024-06-11,1,2,2,1,4,17,31,0,0,0,0,0
d9f7ddcb-84ba-4081-a5e4-f83712cd8127,0,2024-06-27,2,0,4,2,6,12,22,0,0,0,0,0
fef8fe9a-ba9e-4949-a6db-7b55aaab99a6,0,2024-07-04,2,0,0,2,5,0,25,1,1,0,1,0
8cc5cfff-54df-4231-baf1-a112d2578c40,1,2024-06-26,1,11,5,5,3,4,7,0,0,0,0,0
96ee2ae0-82bd-4b25-87e0-0a0591f582c0,0,2024-05-20,1,4,8,3,2,11,20,0,0,0,0,0
ba4d08f4-0acc-4d0f-a9aa-97bd4d3c7fc1,0,2024-06-25,2,0,4,3,8,1,1,0,0,0,0,0
c975b1a3-57d5-461b-ae4c-ba205612ff69,0,2024-05-21,3,2,12,2,5,8,14,0,0,0,0,0
8cc9aacc-9908-4d70-a32e-030e1d7fc0e0,1,2024-05-22,7,2,5,8,7,9,16,1,0,0,0,0
b7053242-eedb-4ad6-8966-e07edf3870b2,2,2024-05-14,2,0,3,1,7,20,36,0,0,0,0,0
0da2aee8-2875-4234-a062-743b53352675,0,2024-07-08,1,6,6,4,1,18,33,0,0,0,0,0
acadffd9-8a98-4895-bea7-aaa276e32048,1,2024-06-30,3,0,4,3,4,7,12,0,0,0,0,0
90b0b74e-18d2-46e5-83dd-502b12ce2340,0,2024-06-26,1,6,8,7,3,10,18,0,0,0,0,1
c79ff078-970a-4e86-a959-cdfd2b2398b3,0,2024-06-21,3,0,4,3,7,13,23,0,0,0,0,0
fe331eb9-a9b1-4ce6-b773-5f18963c4fd9,0,2024-06-03,1,4,4,5,2,9,16,0,0,0,0,0
596b704e-6d2e-48e8-b408-8254a428db54,0,2024-06-21,2,0,2,2,6,2,21,1,1,1,0,0
e62bf028-b256-48f7-9fde-7e40a5f4de87,0,2024-07-04,1,0,3,0,5,4,7,0,0,0,0,0
e47bb6a3-33b7-4366-a31e-afa8452f6998,0,2024-07-06,1,1,5,8,8,10,18,0,0,0,0,0
25bb575a-439a-4f9b-a478-237c4f7ffbb5,0,2024-06-29,9,2,8,10,8,11,20,0,0,0,0,0
4ef8d776-6140-4780-9745-bf5c2e85668a,0,2024-06-28,29,3,4,6,19,39,63,0,1,1,1,1
30c7b3b5-8292-4d9b-b34f-d409177d9c0f,0,2024-05-19,6,5,3,-3,14,11,90,1,1,0,1,0
838572f6-92d9-4040-8084-2d37230861b7,1,,5,3,5,10,7,14,25,0,0,0,0,0
99afb606-b2e1-43c1-b65a-d5f745fb0979,0,2024-07-07,3,1,5,6,7,10,18,0,0,0,0,0
c9fd4194-f2de-4c74-a78d-b064ad0338d5,0,2024-06-28,1,1,4,2,3,10,18,0,0,0,0,0
fc9fe3fc-0044-4b73-aacd-6af332f8698d,0,2024-05-29,2,0,3,2,8,2,3,0,0,0,0,0
d332aec8-3256-4ad0-8ac8-d2e7befa72e3,0,2024-06-30,7,5,8,11,7,1,1,0,0,0,0,0
06b358ad-f804-49a4-93ec-cd65eb2a0076,1,2024-06-27,2,3,13,8,4,4,7,0,0,0,0,0
1a08b612-0f78-4086-b7cf-3a22a1c10d0d,1,2024-07-09,2,0,2,0,2,1,48,1,0,0,1,0
f5026153-461f-4081-9564-33a26dc71b8e,0,2024-07-02,1,1,4,2,3,14,25,0,0,0,0,0
d0287704-ae9e-42cd-ad86-437af9d5acd7,1,2024-06-28,2,5,10,6,3,18,33,0,0,0,0,0
31c9d6d5-6591-4147-aa3b-8736c4e230e6,0,2024-06-16,2,1,5,2,4,5,9,0,0,0,0,0
6f416b51-ba06-4448-ab78-8fa1f87fe867,0,2024-06-26,3,0,0,2,3,4,44,1,1,0,0,1
dfefd8ad-cee4-4636-8973-c74fbb7be6dc,0,2024-06-06,7,5,5,2,5,16,29,0,0,0,0,0
285c34bb-d079-47c9-a2f9-fe7f53a40fea,1,2024-05-23,1,1,4,2,4,20,36,0,0,0,0,0
23f7cd3a-bc28-429c-bb37-9f484b1858b1,1,2024-06-25,3,0,3,2,8,15,27,0,0,0,0,0
f20fcb3c-975b-4546-ba49-7c448152ac02,0,2024-06-25,1,2,5,2,2,14,25,0,0,0,0,0
3c1424db-e8c4-4821-a4bd-561f07ed74af,0,2024-07-02,2,2,9,9,5,9,16,0,0,0,1,0
0bbd2a52-c8fa-4878-9063-57ffbdbeae3e,0,2024-06-25,3,0,0,1,0,3,7,1,1,1,1,1
6e05df5d-e7e1-44c7-ab72-3c2bfbc2f507,1,2024-07-04,0,0,1,2,6,0,27,0,1,1,0,1
d84fe322-967c-43d0-8040-6e5f37257876,0,2024-07-04,2,1,2,1,8,12,22,0,0,0,0,0
118891f5-f89b-4edf-aa1d-cf687dbf7092,0,2024-07-03,13,6,5,2,11,49,75,1,0,1,0,0
07fd4632-70cb-45de-b6d6-fb7695a8ad9f,0,2024-06-26,5,0,0,0,1,2,20,1,1,0,0,0
33a97489-ae15-45f0-93db-503234d09fa8,0,2024-06-16,2,0,3,2,6,16,29,0,0,0,0,0
826bf4e0-1f44-41ab-84d1-e0d2925b8ad9,0,2024-05-28,6,1,8,4,6,7,12,0,0,0,0,0
